Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S76358185,Snow Goose,Anser caerulescens,240,50,US-VT,Addison,L601176,Dead Creek WMA IBA--Bird Observatory & banding station,44.08598,-73.34457,2020-11-16,11:53 PM,eBird - Traveling Count,15,1,.583,,1,,Heard
S66051515,Snow Goose,Anser caerulescens,240,58,US-VT,Washington,L10959636,Settlement Farm,44.288183,-72.66525,2020-03-21,03:02 PM,eBird - Stationary Count,9,1,,,1,,,,217008871 217008881 217008891 217008901 217075081
S60695966,Snow Goose,Anser caerulescens,240,1,IS-1,,L10042554,"Unnamed Road, Höfuðborgarsvæði",64.1845591,-21.6427344,2019-10-15,02:00 PM,eBird - Stationary Count,10,0,,,1,,"Previously reported bird. There was also a previously reported Snow Goose in the same location; however, given the size of the bird photographed compared to the Graylag's, and the lack of a large beak (although the distance makes this very hard to tell), I think that this is more likely to be the Ross's Goose than a Snow Goose. But I may be wrong here. Note photos of same flock at https://ebird.org/checklist/S60593386, from the day before, with both the Ross and the Snow Goose.    Update: After checking this over with an eBird reviewer who has more experience with Graylag than I, we've agreed this is most likely the Snow Goose. The Ross's Goose was not seen that day in this location, and may have not been present.","Stopped to see if I could see the Snow Goose. Tried to get closer, but was on the wrong side of the river, and I had friends who were waiting in the car. Took photos from a distance.",182606711 182606721 182606761
S76363199,Ross's Goose,Anser rossii,243,1,US-VT,Addison,L788246,Dead Creek WMA IBA--Goose Viewing Area,44.0852885,-73.336798,2020-11-17,07:28 AM,eBird - Stationary Count,43,1,,,2,,"Seen flying in and landing, in a different area than other Ross's. Later identified again from photographs. Scoped by Cedar.",,281166671
S76363199,Snow x Ross's Goose (hybrid),Anser caerulescens x rossii,244,1,US-VT,Addison,L788246,Dead Creek WMA IBA--Goose Viewing Area,44.0852885,-73.336798,2020-11-17,07:28 AM,eBird - Stationary Count,43,1,,,2,,"Seen in scope, photographed. Bill seems slightly curved. Identified as hybrid afterwards with help from D.H. on iNat.",,281166361 281166961 281167001
S41515504,Snow/Ross's Goose,Anser caerulescens/rossii,245,4,US-TN,Hamilton,L6648063,Vulcan Employee Area,35.0460544,-85.2151537,2018-01-01,01:45 PM,eBird - Stationary Count,10,1,,,1,,"Saw Ross's Geese gliding amongst the Canada Geese. Round head, completely white except for black tail feathers, and small - suspected Snow Goose initially, but they didn't fit with the ones I'd seen before in Vermont and Quebec. The bill was grey from my vantage point, but I was quite far away. Debated this a lot, here, and after, and decided on a Ross identification for a few reason: the bill was small and triangular, and not large enough for a Snow; there was a lack of the huge grin on a Snow Goose; and the birds themselves were noticeably smaller than the Canada Geese. The all-white head lacked any rust-color I'd expect to see in a Snow Goose, too.    Two years later: You know, having finally seen Ross's Goose, I think I was probably wrong. I don't know what these were without more documentation, but I'm guessing Snow Geese. Using this split to show my uncertainty.","Saw a flock of geese in the small pond from the car, swerved in"
S41520553,Graylag Goose,Anser anser,246,10,GB-SCT,Eilean Siar,L6649100,Horgabost,57.8645252,-6.9776917,2016-06-08,06:00 PM,Historical,15,0,,,1,,,"Imported: Greylag Goose, 10+, distance, South Harris, 2016-06-08 18:00"
S59198783,Graylag Goose,Anser anser,246,200,GB-SCT,Perthshire and Kinross,L1102225,Vane Farm RSPB Reserve,56.1761389,-3.3545852,2019-08-23,04:18 PM,eBird - Traveling Count,5,0,.14,,1,,,,175227001 175227011 175227381 175227391
S59198578,Graylag Goose,Anser anser,246,200,GB-SCT,Perthshire and Kinross,L1102225,Vane Farm RSPB Reserve,56.1761389,-3.3545852,2019-08-23,04:23 PM,eBird - Traveling Count,72,0,1.535,,1
S57447786,Graylag Goose,Anser anser,246,15,SK-TA,,L9484775,"908 85, Brodské SK-Trnavský kraj (48.7081,17.0047)",48.708065,17.004735,2019-06-14,01:38 PM,eBird - Casual Observation,,0,,,1
S51496429,Graylag Goose,Anser anser,246,4,IS-1,,L8397694,Lækjartorg,64.1475671,-21.9365215,2016-01-25,03:36 PM,eBird - Casual Observation,,0,,,1,,,Walking.,134114421 134114441
S59372317,Graylag Goose,Anser anser,246,50,IS-1,,L1309348,Reykjavík--Vatnsmýrin,64.1388353,-21.9439888,2019-08-30,12:09 PM,eBird - Traveling Count,65,1,2.605,,2,,,,175286771 175286781
S59300965,Graylag Goose (European),Anser anser anser,247,40,GB-SCT,Fife,L8695524,Dalgety Bay,56.0356291,-3.346318,2019-08-26,06:21 PM,eBird - Traveling Count,72,0,2.998,,1,,,,175316411 175316421 175316431 175316961
S59203094,Graylag Goose (European),Anser anser anser,247,7,GB-SCT,Perthshire and Kinross,L4074275,Kinross Pier,56.1999215,-3.4161741,2019-08-23,06:04 PM,eBird - Stationary Count,45,0,,,3,,,While sitting at dinner.,175284801 175284811
S59403288,Graylag Goose (European),Anser anser anser,247,40,IS-1,,L743344,Bakkatjörn (pond only),64.1557624,-22.0162153,2019-08-31,02:55 PM,eBird - Stationary Count,30,1,,,2,,,,175306681
S60733454,Graylag Goose (European),Anser anser anser,247,50,DE-BE,,L10048149,"DE-Berlin-Schlesischer Busch (52.4956,13.4494)",52.495606,13.449438,2019-10-19,09:01 AM,eBird - Traveling Count,5,1,.483,,1,F Flyover,,,182882271 182882411
S59430120,Graylag Goose (European),Anser anser anser,247,2,IS-1,,L1488633,Mógilsá,64.2092358,-21.7070462,2019-09-01,12:37 PM,eBird - Traveling Count,94,1,2.1,,2
S60606028,Graylag Goose (European),Anser anser anser,247,7,IS-1,,L1025679,Reykjavík--Tjörnin pond,64.1440114,-21.9424438,2019-10-14,08:39 AM,eBird - Stationary Count,15,1,,,1,,,"A small trip in order to find a Pink-footed Goose, and an Iceland Gull. I believe I found the Iceland Gull - at least one adult in winter plumage, although telling them from Mew Gulls is somewhat hard for me in winter (going basically on the beak color, which is yellow for Iceland, I'm assuming I found some). I tried to sort the photos as well as possible, but this could potentially be improved.",182052461 182063721
S59403256,Graylag Goose (European),Anser anser anser,247,45,IS-1,,L1342059,Seltjarnarnes--Snoppa,64.1625765,-22.0153557,2019-08-31,01:14 PM,eBird - Traveling Count,5,1,.403,,1,,,,175304481
S60685314,Graylag Goose (European),Anser anser anser,247,15,IS-1,,L1342059,Seltjarnarnes--Snoppa,64.1625765,-22.0153557,2019-10-16,04:00 PM,eBird - Traveling Count,36,0,2.323,,2,,,,182628611 182628781
S60695966,Graylag Goose (European),Anser anser anser,247,10,IS-1,,L10042554,"Unnamed Road, Höfuðborgarsvæði",64.1845591,-21.6427344,2019-10-15,02:00 PM,eBird - Stationary Count,10,0,,,1,,Not an exact count.,"Stopped to see if I could see the Snow Goose. Tried to get closer, but was on the wrong side of the river, and I had friends who were waiting in the car. Took photos from a distance."
S54402605,Graylag Goose (Domestic type),Anser anser (Domestic type),249,2,PT-20,Povoação,L8947751,"9675, Povoação PT-Ilha de São Miguel (37.7716,-25.3343)",37.771597,-25.334264,2019-03-31,01:35 PM,eBird - Stationary Count,5,1,,,1,,Down in the caldera.
S54617393,Graylag Goose (Domestic type),Anser anser (Domestic type),249,2,PT-20,Povoação,L8986671,"Rua do Parque, Povoação PT-Ilha de São Miguel (37.7689,-25.3305)",37.768896,-25.330469,2019-04-06,12:26 PM,eBird - Traveling Count,26,1,.899,,3
S74475332,Greater White-fronted Goose,Anser albifrons,253,1,US-VT,Washington,L12436184,"4093 County Rd, Montpelier US-VT 44.32588, -72.52743",44.325884,-72.527432,2020-10-05,04:39 PM,eBird - Stationary Count,19,1,,,1,,"In field with CANG off of Haggett and County Road. Assuredly same individual as seen twenty minutes prior in Adamant. Found a second time by Chip Darmstadt. In the same flock of geese that had the CANG with the white streak on the head, which makes me think it was the same goose.     White face, blackish neck. Very distinguishable from surrounding CANG (and possible CACK; I didn't look). Barred black belly, gray-brown colouration. Black fringe to the white-front. Pinkish beak. Black eye. Eating corn.     I am unable to note the subspecies for this bird. Birds of the World (https://birdsoftheworld.org/bow/species/gwfgoo/cur/systematics) gives contradictory information, confusing A. albifrons elgasi and gambelli. Pyle and Palmer are also not entirely helpful; they can't agree on the spelling of gambeli, for one. Good luck to anyone who tries to identify this one down to subspecies, you're a better birder than I. Anyway, it's mostly clinal.",,268605121 268605131
S74465765,Greater White-fronted Goose,Anser albifrons,253,1,US-VT,Washington,L12031896,Adamant Pond,44.330637,-72.504198,2020-10-05,04:00 PM,eBird - Stationary Count,34,1,,,3,,"First seen by John Jose earlier this morning. Large goose, slightly smaller than Canada Goose, with white mask behind beak. Seen in flight, with characteristic black barring on belly. Flew south."
S60606028,Pink-footed Goose,Anser brachyrhynchus,272,1,IS-1,,L1025679,Reykjavík--Tjörnin pond,64.1440114,-21.9424438,2019-10-14,08:39 AM,eBird - Stationary Count,15,1,,,1,,,"A small trip in order to find a Pink-footed Goose, and an Iceland Gull. I believe I found the Iceland Gull - at least one adult in winter plumage, although telling them from Mew Gulls is somewhat hard for me in winter (going basically on the beak color, which is yellow for Iceland, I'm assuming I found some). I tried to sort the photos as well as possible, but this could potentially be improved.",182052481 182052491 182052501 182052521 182052531 182052541 182052551 182052561 182052571
S56340092,Domestic goose sp. (Domestic type),Anser sp. (Domestic type),273,1,JP-13,,L9276551,"588, Kitanomachi, Hachioji-Shi JP-Tokyo (35.6507,139.3552)",35.650655,139.355219,2019-05-16,04:32 PM,eBird - Casual Observation,,0,,,1,,"White throat, black eye."
S43245661,Brant,Branta bernicla,275,12,US-MA,Norfolk,L6997050,"232–354 Atlantic Ave, Cohasset US-MA (42.2547,-70.7989)",42.254657,-70.798882,2018-02-27,05:06 PM,eBird - Traveling Count,47,1,1.582,,2,,,With Andrew
S43290591,Brant,Branta bernicla,275,42,US-MA,Norfolk,L12816705,"268 Jerusalem Rd, Cohasset  (Traveling)",42.258647,-70.8148252,2018-03-01,11:51 AM,eBird - Traveling Count,33,1,.495,,1
S43264222,Brant,Branta bernicla,275,8,US-MA,Norfolk,L6999998,"387 Forest Ave, Cohasset US-MA (42.2642,-70.8259)",42.264205,-70.825936,2018-02-28,12:16 PM,eBird - Stationary Count,24,1,,,1
S43263162,Brant,Branta bernicla,275,29,US-MA,Norfolk,L6999806,"392–398 Jerusalem Rd, Cohasset US-MA (42.2629,-70.8165)",42.262852,-70.816484,2018-02-28,11:29 AM,eBird - Traveling Count,38,1,.097,,2,,,With Andrew
S41838864,Brant,Branta bernicla,275,8,US-MA,Norfolk,L6598027,"Jerusalem Road, Cohasset",42.2594611,-70.8067989,2018-01-11,03:30 PM,eBird - Stationary Count,30,1,,,2
S61817891,Brant,Branta bernicla,275,3,US-MA,Plymouth,L1850297,Pilgrim Memorial SP,41.9589919,-70.661788,2019-11-28,12:00 PM,eBird - Stationary Count,5,1,,,1,,,,190441891 190441901
S64683089,Brant,Branta bernicla,275,25,US-MA,Suffolk,L469786,Logan Airport,42.3659007,-71.0202599,2020-02-16,02:45 PM,eBird - Casual Observation,,0,,,1,,,Seen from taxiing plane on runway.
S75660479,Brant (Atlantic),Branta bernicla hrota,277,1,US-VT,Chittenden,L207196,Colchester Railroad Causeway,44.5653095,-73.3112559,2020-10-31,02:21 PM,eBird - Traveling Count,189,1,3.445,,2,,Note contrasting belly and neck.,,276637601 276637611
S76815296,Brant (Atlantic),Branta bernicla hrota,277,1,US-MA,Plymouth,L467472,Minot and The Glades,42.2408458,-70.7620382,2020-11-28,02:58 PM,eBird - Traveling Count,38,1,.26,,2
S61902747,Barnacle Goose,Branta leucopsis,282,1,US-MA,Norfolk,L10223770,"Wollaston Golf Club, Milton US-MA (42.2368,-71.0752)",42.236804,-71.075216,2019-12-01,02:16 PM,eBird - Stationary Count,12,1,,,1,,"Continuing bird. White face, stubby bill. Flew in and landed on frozen pond with the other squeaky geese.",,190894321 190894461 190894471 190894491
S57697783,Barnacle Goose,Branta leucopsis,282,10,FI-18,,L2961904,Helsinki--Kaivopuisto,60.1559021,24.9557877,2019-06-25,09:13 PM,eBird - Stationary Count,30,0,,,1,,,,176244071 176244291 176244301 176244931
S57698114,Barnacle Goose,Branta leucopsis,282,30,FI-18,,L8896112,Helsinki--Tokoinranta,60.1799679,24.9402963,2019-06-25,06:35 PM,eBird - Traveling Count,20,0,1.609,,1,,,,176221881 176221891 176221901 176222131
S62877548,Cackling Goose,Branta hutchinsii,286,12,US-CO,Adams,L109289,Barr Lake SP,39.9430556,-104.7625,2020-01-01,02:11 PM,eBird - Traveling Count,79,1,3.78,,1,,,"I am unfamiliar with species here and doubtless missed many. Very windy, poor day for scope.",211938281
S63135519,Cackling Goose,Branta hutchinsii,286,5,US-CO,Boulder,L282515,Boulder Creek--University of Colorado campus,40.0113789,-105.2656611,2020-01-07,11:43 AM,eBird - Traveling Count,22,1,1.857,,1
S63087466,Cackling Goose,Branta hutchinsii,286,40,US-CO,Boulder,L281329,Dodd Reservoir,40.1009243,-105.1890649,2020-01-06,07:52 AM,eBird - Casual Observation,,0,,,2
S63094262,Cackling Goose,Branta hutchinsii,286,300,US-CO,Boulder,L233704,Golden Ponds Park and Nature Area,40.1694087,-105.1385843,2020-01-06,09:13 AM,eBird - Traveling Count,38,1,1.611,,2,,,,197824741 197825631
S63088493,Cackling Goose,Branta hutchinsii,286,200,US-CO,Boulder,L282520,Lagerman Agricultural Preserve--Lagerman Reservoir,40.1348086,-105.1888925,2020-01-06,08:07 AM,eBird - Traveling Count,13,1,.538,,2,,,,197808751
S53647669,Cackling Goose,Branta hutchinsii,286,1,US-CO,Boulder,L8820998,"Park East, Boulder US-CO (40.0076,-105.2420)",40.007588,-105.242038,2019-03-09,03:49 PM,eBird - Casual Observation,,0,,,2
S63090711,Cackling Goose,Branta hutchinsii,286,40,US-CO,Boulder,L4012409,Pella Crossing Open Space,40.1838602,-105.1781568,2020-01-06,08:38 AM,eBird - Traveling Count,21,1,.234,,2
S62713872,Cackling Goose,Branta hutchinsii,286,2,US-NE,Dawson,L10364405,"I-80 W, Elm Creek US-NE (40.6951,-99.4478)",40.695113,-99.447841,2019-12-28,04:27 PM,eBird - Casual Observation,,0,,,1
S53737271,Cackling Goose,Branta hutchinsii,286,2,US-CO,Denver,L8827951,"1450 7th St, Denver US-CO (39.7449,-105.0101)",39.744854,-105.010081,2019-03-10,05:47 PM,eBird - Casual Observation,,0,,,2,,,From greyhound bus 
S63005226,Cackling Goose,Branta hutchinsii,286,132,US-CO,Larimer,L10420469,"571 Grand Estates Dr, Estes Park US-CO (40.3823,-105.5036)",40.382313,-105.503551,2020-01-04,11:15 AM,eBird - Traveling Count,26,1,1.818,,2
S62991975,Cackling Goose,Branta hutchinsii,286,120,US-CO,Larimer,L131422,Lake Estes,40.3758792,-105.4963017,2020-01-04,07:13 AM,eBird - Traveling Count,12,1,.582,,2,,,,211947241 211947321 211947351 211947391
S62998303,Cackling Goose,Branta hutchinsii,286,2,US-CO,Larimer,L131422,Lake Estes,40.3758792,-105.4963017,2020-01-04,09:21 AM,eBird - Traveling Count,17,1,.812,,2
S53955826,Cackling Goose,Branta hutchinsii,286,2,US-UT,Rich,L5413058,Laketown---Big Creek Pond,41.8357327,-111.3322359,2019-03-17,05:44 PM,eBird - Stationary Count,7,1,,,1,,"Lack of a sloped brow, a small pointed bill, and a short neck. Identified from photographs, unfortunately.",,155274981 155277221 155279231
S62877548,Canada Goose,Branta canadensis,297,100,US-CO,Adams,L109289,Barr Lake SP,39.9430556,-104.7625,2020-01-01,02:11 PM,eBird - Traveling Count,79,1,3.78,,1,,,"I am unfamiliar with species here and doubtless missed many. Very windy, poor day for scope.",211938191
S62867264,Canada Goose,Branta canadensis,297,5,US-CO,Adams,L10394638,"I-76 E, Denver US-CO (39.8234,-104.9649)",39.823413,-104.964862,2020-01-01,01:20 PM,eBird - Casual Observation,,0,,,1
S56836653,Canada Goose,Branta canadensis,297,11,US-VT,Addison,L9361870,"148 Otter Creek Hwy, New Haven US-VT (44.1222,-73.1859)",44.122196,-73.185928,2019-05-27,08:20 PM,eBird - Stationary Count,1,0,,,1
S76363386,Canada Goose,Branta canadensis,297,22,US-VT,Addison,L12749378,"1727 VT-22A, Vergennes US-VT 44.13242, -73.28598",44.132422,-73.285977,2020-11-17,08:21 AM,eBird - Casual Observation,,0,,,2
S65790151,Canada Goose,Branta canadensis,297,100,US-VT,Addison,L10960941,"2021–2055 West St, Middlebury US-VT 43.97175, -73.25134",43.971752,-73.251341,2020-03-14,03:58 PM,eBird - Stationary Count,26,1,,,1
S78565868,Canada Goose,Branta canadensis,297,11,US-VT,Addison,L13144916,"2653–2771 VT-17, Vergennes US-VT 44.08693, -73.29505",44.086925,-73.295048,2021-01-03,10:18 AM,eBird - Stationary Count,3,1,,,1
S56836645,Canada Goose,Branta canadensis,297,1,US-VT,Addison,L165265,Champlain Bridge / Chimney Point,44.0345,-73.4218,2019-05-28,05:50 AM,eBird - Stationary Count,4,1,,,1
S78587183,Canada Goose,Branta canadensis,297,50,US-VT,Addison,L165265,Champlain Bridge / Chimney Point,44.0345,-73.4218,2021-01-03,07:11 AM,eBird - Stationary Count,32,1,,,1,,"Rough guess. Heard some, many seen on the New York side. Not counted individually."
S78587219,Canada Goose,Branta canadensis,297,1,US-VT,Addison,L165265,Champlain Bridge / Chimney Point,44.0345,-73.4218,2021-01-03,07:46 AM,eBird - Traveling Count,50,1,1.107,,1,,Heard.
S76358185,Canada Goose,Branta canadensis,297,5,US-VT,Addison,L601176,Dead Creek WMA IBA--Bird Observatory & banding station,44.08598,-73.34457,2020-11-16,11:53 PM,eBird - Traveling Count,15,1,.583,,1
S76361947,Canada Goose,Branta canadensis,297,30,US-VT,Addison,L715236,Dead Creek WMA IBA--Gage Road,44.0737892,-73.3289552,2020-11-17,07:02 AM,eBird - Stationary Count,8,1,,,2
S75701919,Canada Goose,Branta canadensis,297,150,US-VT,Addison,L788246,Dead Creek WMA IBA--Goose Viewing Area,44.0852885,-73.336798,2020-11-01,12:30 PM,eBird - Stationary Count,109,1,,,2,,Guess. With SNGO.
S76363199,Canada Goose,Branta canadensis,297,33,US-VT,Addison,L788246,Dead Creek WMA IBA--Goose Viewing Area,44.0852885,-73.336798,2020-11-17,07:28 AM,eBird - Stationary Count,43,1,,,2
S56836648,Canada Goose,Branta canadensis,297,9,US-VT,Addison,L6322250,Dead Creek WMA IBA--Visitor Center,44.0878085,-73.3216542,2019-05-27,08:36 PM,eBird - Stationary Count,5,0,,,1
S56814585,Canada Goose,Branta canadensis,297,8,US-VT,Addison,L751964,Hallock Lake - Starksboro (15 acres),44.1845142,-72.972814,2019-05-27,07:08 PM,eBird - Casual Observation,,0,,,2
S63234049,Canada Goose,Branta canadensis,297,17,US-OH,Ashtabula,L10464588,"I-90 E, Austinburg US-OH (41.7716,-80.8922)",41.771621,-80.892157,2020-01-10,10:37 AM,eBird - Casual Observation,,0,,,1
S58573301,Canada Goose,Branta canadensis,297,2,US-MA,Barnstable,L9718375,"895 Main St, Chatham US-MA (41.6862,-69.9691)",41.686175,-69.969077,2019-07-30,03:43 PM,eBird - Casual Observation,,0,,,1
S53957432,Canada Goose,Branta canadensis,297,130,US-ID,Bear Lake,L8870640,"2007 Highway 89, Fish Haven US-ID (42.0286,-111.4026)",42.028625,-111.402616,2019-03-17,06:22 PM,eBird - Stationary Count,9,1,,,1,,,,155291191 155291211 155291481 155292011 155292141 155292511 155293531
S53956849,Canada Goose,Branta canadensis,297,8,US-ID,Bear Lake,L8870554,"241 Highway 89, Fish Haven US-ID (42.0034,-111.4091)",42.003377,-111.409053,2019-03-17,06:10 PM,eBird - Stationary Count,7,1,,,1,,,,155286551 155286951
S62493260,Canada Goose,Branta canadensis,297,3,CA-QC,Beauharnois-Salaberry,L10322267,"Aut de l'Acier, Beauharnois CA-QC (45.3209,-73.8236)",45.320911,-73.823592,2019-12-21,09:43 AM,eBird - Casual Observation,,0,,,2
S63088493,Canada Goose,Branta canadensis,297,2,US-CO,Boulder,L282520,Lagerman Agricultural Preserve--Lagerman Reservoir,40.1348086,-105.1888925,2020-01-06,08:07 AM,eBird - Traveling Count,13,1,.538,,2
S53647669,Canada Goose,Branta canadensis,297,2,US-CO,Boulder,L8820998,"Park East, Boulder US-CO (40.0076,-105.2420)",40.007588,-105.242038,2019-03-09,03:49 PM,eBird - Casual Observation,,0,,,2
S53633357,Canada Goose,Branta canadensis,297,30,US-CO,Boulder,L8818276,"University of Colorado Boulder, Boulder US-CO (40.0034,-105.2664)",40.003424,-105.266406,2019-03-09,10:26 AM,eBird - Casual Observation,,0,,,3,,,,147087271 147087311 147087341
S53678942,Canada Goose,Branta canadensis,297,87,US-CO,Boulder,L342269,Walden Ponds Wildlife Habitat--Walden & Sawhill Ponds all together,40.044253,-105.1867721,2019-03-10,12:36 PM,eBird - Traveling Count,124,1,6.061,,2,,,,148538771 148538781 151100861 151101451 151101481 151181871
S53643645,Canada Goose,Branta canadensis,297,7,US-CO,Boulder,L886253,Wonderland Lake Park,40.0500882,-105.2864456,2019-03-09,11:23 AM,eBird - Traveling Count,182,1,5.618,,3,,Five seen flying into the pond at the end of the walk. Two later seen in high grass feeding.,Around pond and up hill. ,147095811 147095851
S53855180,Canada Goose,Branta canadensis,297,4,US-UT,Box Elder,L770875,Bear River MBR--Visitor Center,41.5076774,-112.068851,2019-03-15,10:34 AM,eBird - Traveling Count,7,1,.109,,2,,,,153763821 153763901
S53856470,Canada Goose,Branta canadensis,297,23,US-UT,Box Elder,L770875,Bear River MBR--Visitor Center,41.5076774,-112.068851,2019-03-15,10:49 AM,eBird - Traveling Count,20,1,.893,,3
S53862615,Canada Goose,Branta canadensis,297,500,US-UT,Box Elder,L770872,Bird Refuge Rd.,41.4689719,-112.1759892,2019-03-15,11:17 AM,eBird - Traveling Count,156,1,42.305,,3,,,Driving the loop,154841051 154841821
S58887829,Canada Goose,Branta canadensis,297,6,US-PA,Bucks,L9774471,"I-95 S, Bristol US-PA (40.1054,-74.8987)",40.105445,-74.898673,2019-08-10,03:15 PM,eBird - Casual Observation,,0,,,1
S62712610,Canada Goose,Branta canadensis,297,300,US-NE,Buffalo,L10364144,"I-80 W, Shelton US-NE (40.7227,-98.7270)",40.722735,-98.727025,2019-12-28,03:58 PM,eBird - Casual Observation,,0,,,1
